77,120,1,1,2,1,1,7,1,1,1,1,873,2.941,6,4
77,120,1,1,2,1,1,3,2,0,1,1,741,2.8698,2,2
77,120,1,1,2,2,1,7,3,1,7,1,741,2.8698,2,4
77,120,1,1,2,2,1,7,4,0,7,1,642,2.8075,3,1
77,120,1,1,2,1,1,7,5,1,1,1,791,2.8982,5,2
77,120,1,1,2,1,1,11,6,0,1,1,1143,3.058,8,1
77,120,1,1,2,2,0,3,7,1,3,1,881,2.945,99,99
77,120,1,1,2,2,1,11,8,0,11,1,993,2.9969,6,4
77,120,1,1,2,1,1,11,9,1,1,1,850,2.9294,6,4
77,120,1,1,2,1,1,11,10,0,1,1,955,2.98,5,2
77,120,1,1,2,2,0,7,11,1,7,1,761,2.8814,99,99
77,120,1,1,2,2,0,7,12,0,7,1,488,2.6884,99,99
77,120,1,1,2,1,0,7,13,1,0,1,1107,3.0441,99,99
77,120,1,1,2,1,0,3,14,0,0,1,607,2.7832,99,99
77,120,1,1,2,2,1,7,15,1,7,1,509,2.7067,7,1
77,120,1,1,2,2,1,7,16,0,7,1,611,2.786,6,1
77,120,1,1,2,1,0,3,17,1,0,1,1118,3.0484,99,99
77,120,1,1,2,1,1,3,18,0,1,1,698,2.8439,4,1
77,120,1,1,2,2,0,11,19,1,11,1,2446,3.3885,99,99
77,120,1,1,2,2,1,7,20,0,7,1,1771,3.2482,3,3
77,120,1,1,2,1,0,3,21,1,0,1,891,2.9499,99,99
77,120,1,1,2,1,0,7,22,0,0,1,1454,3.1626,99,99
77,120,1,1,2,2,0,3,23,1,3,1,999,2.9996,99,99
77,120,1,1,2,2,1,7,24,0,7,1,554,2.7435,7,1
77,120,1,1,2,1,0,7,25,1,0,1,1288,3.1099,99,99
77,120,1,1,2,1,1,3,26,0,1,1,793,2.8993,3,1
77,120,1,1,2,2,0,3,27,1,3,1,678,2.8312,99,99
77,120,1,1,2,2,0,11,28,0,11,1,577,2.7612,99,99
77,120,1,1,2,1,0,11,29,1,0,1,1866,3.2709,99,99
77,120,1,1,2,1,1,11,30,0,1,1,1204,3.0806,8,1
77,120,1,1,2,2,1,3,31,1,3,1,832,2.9201,3,3
77,120,1,1,2,2,1,11,32,0,11,1,753,2.8768,6,4
77,120,1,1,2,1,0,11,33,1,0,1,2542,3.4052,99,99
77,120,1,1,2,1,1,7,34,0,1,1,721,2.8579,3,3
77,120,1,1,2,2,0,3,35,1,111,0,638,2.8048,99,99
77,120,1,1,2,2,1,11,36,0,11,1,1760,3.2455,9,4
77,120,1,1,2,1,0,7,37,1,0,1,3624,3.5592,99,99
77,120,1,1,2,1,0,7,38,0,0,1,1335,3.1255,99,99
77,120,1,1,2,2,1,7,39,1,7,1,821,2.9143,6,2
77,120,1,1,2,2,0,3,40,0,3,1,738,2.8681,99,99
77,120,1,1,2,1,0,11,41,1,0,1,1972,3.2949,99,99
77,120,1,1,2,1,1,3,42,0,1,1,914,2.9609,4,3
77,120,1,1,2,2,0,7,43,1,7,1,692,2.8401,99,99
77,120,1,1,2,2,1,3,44,0,3,1,1013,3.0056,4,3
77,120,1,1,2,1,0,11,45,1,0,1,1194,3.077,99,99
77,120,1,1,2,1,0,3,46,0,0,1,672,2.8274,99,99
77,120,1,1,2,2,0,11,47,1,11,1,788,2.8965,99,99
77,120,1,1,2,2,0,3,48,0,3,1,539,2.7316,99,99
77,120,1,1,2,1,1,11,49,1,111,0,1008,3.0035,6,3
77,120,1,1,2,1,0,3,50,0,0,1,1449,3.1611,99,99
77,120,1,1,2,2,1,11,51,1,11,1,1070,3.0294,6,3
77,120,1,1,2,2,0,11,52,0,11,1,670,2.8261,99,99
77,120,1,1,2,1,1,11,53,1,1,1,917,2.9624,5,4
77,120,1,1,2,1,1,7,54,0,1,1,1628,3.2117,3,4
77,120,1,1,2,2,0,7,55,1,7,1,596,2.7752,99,99
77,120,1,1,2,2,1,7,56,0,7,1,1090,3.0374,7,3
77,120,1,1,2,1,0,3,57,1,0,1,723,2.8591,99,99
77,120,1,1,2,1,1,3,58,0,1,1,670,2.8261,3,4
77,120,1,1,2,2,1,7,59,1,7,1,1849,3.2669,5,1
77,120,1,1,2,2,0,3,60,0,3,1,863,2.936,99,99
77,120,1,1,2,1,1,7,61,1,1,1,842,2.9253,3,1
77,120,1,1,2,1,0,7,62,0,0,1,1425,3.1538,99,99
77,120,1,1,2,2,1,7,63,1,7,1,1032,3.0137,7,1
77,120,1,1,2,2,0,11,64,0,11,1,565,2.752,99,99
77,120,1,1,2,1,0,7,65,1,0,1,1392,3.1436,99,99
77,120,1,1,2,1,1,11,66,0,1,1,1213,3.0839,9,3
77,120,1,1,2,2,1,11,67,1,111,0,794,2.8998,2,2
77,120,1,1,2,2,0,3,68,0,3,1,1220,3.0864,99,99
77,120,1,1,2,1,0,3,69,1,0,1,651,2.8136,99,99
77,120,1,1,2,1,1,7,70,0,1,1,1075,3.0314,1,2
77,120,1,1,2,2,1,7,71,1,7,1,578,2.7619,5,1
77,120,1,1,2,2,0,3,72,0,3,1,828,2.918,99,99
77,120,1,1,2,1,1,11,73,1,1,1,1120,3.0492,6,3
77,120,1,1,2,1,1,11,74,0,1,1,1071,3.0298,7,3
77,120,1,1,2,2,1,3,75,1,3,1,541,2.7332,3,4
77,120,1,1,2,2,1,3,76,0,3,1,529,2.7235,3,3
77,120,1,1,2,1,1,7,77,1,1,1,778,2.891,5,4
77,120,1,1,2,1,0,7,78,0,0,1,1130,3.0531,99,99
77,120,1,1,2,2,0,11,79,1,11,1,623,2.7945,99,99
77,120,1,1,2,2,0,7,80,0,7,1,559,2.7474,99,99
77,120,1,1,2,1,1,3,81,1,0,0,490,2.6902,2,1
77,120,1,1,2,1,1,3,82,0,0,0,829,2.9186,2,1
77,120,1,1,2,2,0,3,83,1,3,1,1312,3.1179,99,99
77,120,1,1,2,2,1,11,84,0,111,0,1035,3.0149,5,3
77,120,1,1,2,1,1,11,85,1,111,0,2302,3.3621,3,1
77,120,1,1,2,1,0,3,86,0,0,1,773,2.8882,99,99
77,120,1,1,2,2,0,11,87,1,11,1,1021,3.009,99,99
77,120,1,1,2,2,1,3,88,0,3,1,540,2.7324,2,1
77,120,1,1,2,1,0,3,89,1,0,1,859,2.934,99,99
77,120,1,1,2,1,0,3,90,0,0,1,717,2.8555,99,99
77,120,1,1,2,2,1,11,91,1,11,1,734,2.8657,3,4
77,120,1,1,2,2,1,7,92,0,7,1,554,2.7435,3,2
77,120,1,1,2,1,0,3,93,1,0,1,907,2.9576,99,99
77,120,1,1,2,1,1,7,94,0,1,1,722,2.8585,6,3
77,120,1,1,2,2,1,3,95,1,3,1,1681,3.2256,3,4
77,120,1,1,2,2,0,7,96,0,7,1,700,2.8451,99,99
77,120,1,1,2,1,0,11,97,1,0,1,1696,3.2294,99,99
77,120,1,1,2,1,1,7,98,0,1,1,859,2.934,8,3
77,120,1,1,2,2,0,3,99,1,3,1,586,2.7679,99,99
77,120,1,1,2,2,1,3,100,0,3,1,1086,3.0358,4,3
77,120,1,1,2,1,1,3,101,1,0,0,660,2.8195,2,1
77,120,1,1,2,1,1,3,102,0,1,1,663,2.8215,1,2
77,120,1,1,2,2,0,7,103,1,7,1,2143,3.331,99,99
77,120,1,1,2,2,0,3,104,0,3,1,2032,3.3079,99,99
77,120,1,1,2,1,1,11,105,1,1,1,928,2.9675,6,1
77,120,1,1,2,1,1,3,106,0,1,1,590,2.7709,3,1
77,120,1,1,2,2,1,11,107,1,11,1,589,2.7701,4,4
77,120,1,1,2,2,0,7,108,0,7,1,607,2.7832,99,99
77,120,1,1,2,1,1,7,109,1,1,1,1231,3.0903,5,2
77,120,1,1,2,1,0,3,110,0,0,1,736,2.8669,99,99
77,120,1,1,2,2,1,11,111,1,7,0,1528,3.1841,7,3
77,120,1,1,2,2,1,3,112,0,3,1,596,2.7752,3,1
77,120,1,1,2,1,1,11,113,1,1,1,1681,3.2256,6,3
77,120,1,1,2,1,0,11,114,0,0,1,1391,3.1433,99,99
77,120,1,1,2,2,1,3,115,1,3,1,570,2.7559,2,2
77,120,1,1,2,2,1,11,116,0,11,1,455,2.658,3,4
77,120,1,1,2,1,1,11,117,1,1,1,1047,3.0199,6,1
77,120,1,1,2,1,1,3,118,0,1,1,634,2.8021,2,2
77,120,1,1,2,2,1,3,119,1,111,0,643,2.8082,2,4
77,120,1,1,2,2,1,3,120,0,111,0,833,2.9206,3,1
77,120,1,1,2,1,0,7,121,1,111,0,2298,3.3614,99,99
77,120,1,1,2,1,0,7,122,0,111,0,1661,3.2204,99,99
77,120,1,1,2,2,0,11,123,1,11,1,546,2.7372,99,99
77,120,1,1,2,2,1,3,124,0,3,1,1139,3.0565,4,3
