222,60,1,1,2,1,1,7,1,1,1,1,5274,3.7221,2,2
222,60,1,1,2,1,0,11,2,0,0,1,2555,3.4074,99,99
222,60,1,1,2,2,1,11,3,1,11,1,1128,3.0523,6,1
222,60,1,1,2,2,0,7,4,0,7,1,711,2.8519,99,99
222,60,1,1,2,1,1,3,5,1,1,1,686,2.8363,4,3
222,60,1,1,2,1,0,11,6,0,0,1,1727,3.2373,99,99
222,60,1,1,2,2,1,11,7,1,11,1,725,2.8603,6,2
222,60,1,1,2,2,1,3,8,0,3,1,801,2.9036,3,4
222,60,1,1,2,1,1,3,9,1,1,1,765,2.8837,3,2
222,60,1,1,2,1,1,11,10,0,1,1,1432,3.1559,8,4
222,60,1,1,2,2,0,3,11,1,3,1,818,2.9128,99,99
222,60,1,1,2,2,0,11,12,0,11,1,865,2.937,99,99
222,60,1,1,2,1,0,7,13,1,1,0,1263,3.1014,99,99
222,60,1,1,2,1,0,3,14,0,0,1,964,2.9841,99,99
222,60,1,1,2,2,0,11,15,1,11,1,803,2.9047,99,99
222,60,1,1,2,2,1,7,16,0,11,0,1488,3.1726,7,3
222,60,1,1,2,1,0,7,17,1,111,0,2912,3.4642,99,99
222,60,1,1,2,1,1,7,18,0,1,1,1042,3.0179,5,4
222,60,1,1,2,2,1,3,19,1,3,1,887,2.9479,2,1
222,60,1,1,2,2,0,3,20,0,3,1,588,2.7694,99,99
222,60,1,1,2,1,0,3,21,1,0,1,585,2.7672,99,99
222,60,1,1,2,1,1,11,22,0,1,1,743,2.871,5,2
222,60,1,1,2,2,0,7,23,1,7,1,666,2.8235,99,99
222,60,1,1,2,2,1,7,24,0,7,1,1132,3.0538,3,1
